agent_slug,tool_name,risk_class,decision,policy_version
genesis-deploy,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-deploy,hr_lever_query,network,ALLOW,1.0.0
genesis-deploy,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-deploy,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-deploy,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-deploy,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-deploy,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-deploy,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-deploy,run_code,shell,ALLOW,1.0.0
genesis-deploy,screenshot_url,network,ALLOW,1.0.0
genesis-deploy,send_email,network,DENY,1.0.0
genesis-deploy,vision_analyze,network,ALLOW,1.0.0
genesis-deploy,vision_compare,network,ALLOW,1.0.0
genesis-deploy,vision_ocr,network,ALLOW,1.0.0
genesis-deploy,web_fetch,network,ALLOW,1.0.0
genesis-deploy,web_search,network,ALLOW,1.0.0
genesis-deploy,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-deploy,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-deploy,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-deploy,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-deploy,workspace_shell,shell,ALLOW,1.0.0
genesis-domain,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-domain,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-domain,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-domain,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-domain,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-domain,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-domain,code_format,read_only,ALLOW,1.0.0
genesis-domain,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-domain,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-domain,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-domain,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-domain,conduit,browser,ALLOW,1.0.0
genesis-domain,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-domain,data_dbt_compile,filesystem_write,DENY,1.0.0
genesis-domain,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-domain,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-domain,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-domain,data_pipeline_design,filesystem_write,DENY,1.0.0
genesis-domain,data_quality_check,read_only,ALLOW,1.0.0
genesis-domain,data_read_resource,read_only,ALLOW,1.0.0
genesis-domain,data_s3_signed_url,payment,DENY,1.0.0
genesis-domain,domain_check_availability,read_only,ALLOW,1.0.0
genesis-domain,domain_configure_dns,deployment,DENY,1.0.0
genesis-domain,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-domain,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-domain,file_write,filesystem_write,DENY,1.0.0
genesis-domain,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-domain,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-domain,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-domain,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-domain,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-domain,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-domain,genesis_call,subagent,DENY,1.0.0
genesis-domain,github_tool,deployment,DENY,1.0.0
genesis-domain,hr_bamboohr_query,network,DENY,1.0.0
genesis-domain,hr_greenhouse_query,network,DENY,1.0.0
genesis-domain,hr_lever_query,network,DENY,1.0.0
genesis-domain,hr_template_generate,filesystem_write,DENY,1.0.0
genesis-domain,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-domain,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-domain,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-domain,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-domain,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-domain,run_code,shell,DENY,1.0.0
genesis-domain,screenshot_url,network,DENY,1.0.0
genesis-domain,send_email,network,DENY,1.0.0
genesis-domain,vision_analyze,network,DENY,1.0.0
genesis-domain,vision_compare,network,DENY,1.0.0
genesis-domain,vision_ocr,network,DENY,1.0.0
genesis-domain,web_fetch,network,DENY,1.0.0
genesis-domain,web_search,network,DENY,1.0.0
genesis-domain,workflow_make_export,filesystem_write,DENY,1.0.0
genesis-domain,workflow_n8n_export,filesystem_write,DENY,1.0.0
genesis-domain,workflow_webhook_trigger,network,DENY,1.0.0
genesis-domain,workflow_zapier_export,filesystem_write,DENY,1.0.0
genesis-domain,workspace_shell,shell,DENY,1.0.0
genesis-email,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-email,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-email,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-email,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-email,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-email,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-email,code_format,read_only,ALLOW,1.0.0
genesis-email,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-email,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-email,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-email,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-email,conduit,browser,ALLOW,1.0.0
genesis-email,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-email,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-email,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-email,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-email,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-email,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-email,data_quality_check,read_only,ALLOW,1.0.0
genesis-email,data_read_resource,read_only,ALLOW,1.0.0
genesis-email,data_s3_signed_url,payment,DENY,1.0.0
genesis-email,domain_check_availability,read_only,ALLOW,1.0.0
genesis-email,domain_configure_dns,deployment,DENY,1.0.0
genesis-email,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-email,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-email,file_write,filesystem_write,ALLOW,1.0.0
genesis-email,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-email,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-email,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-email,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-email,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-email,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-email,genesis_call,subagent,DENY,1.0.0
genesis-email,github_tool,deployment,DENY,1.0.0
genesis-email,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-email,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-email,hr_lever_query,network,ALLOW,1.0.0
genesis-email,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-email,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-email,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-email,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-email,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-email,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-email,run_code,shell,DENY,1.0.0
genesis-email,screenshot_url,network,ALLOW,1.0.0
genesis-email,send_email,network,DENY,1.0.0
genesis-email,vision_analyze,network,ALLOW,1.0.0
genesis-email,vision_compare,network,ALLOW,1.0.0
genesis-email,vision_ocr,network,ALLOW,1.0.0
genesis-email,web_fetch,network,ALLOW,1.0.0
genesis-email,web_search,network,ALLOW,1.0.0
genesis-email,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-email,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-email,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-email,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-email,workspace_shell,shell,DENY,1.0.0
genesis-finance,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-finance,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-finance,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-finance,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-finance,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-finance,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-finance,code_format,read_only,ALLOW,1.0.0
genesis-finance,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-finance,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-finance,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-finance,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-finance,conduit,browser,DENY,1.0.0
genesis-finance,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-finance,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-finance,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-finance,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-finance,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-finance,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-finance,data_quality_check,read_only,ALLOW,1.0.0
genesis-finance,data_read_resource,read_only,ALLOW,1.0.0
genesis-finance,data_s3_signed_url,payment,DENY,1.0.0
genesis-finance,domain_check_availability,read_only,ALLOW,1.0.0
genesis-finance,domain_configure_dns,deployment,DENY,1.0.0
genesis-finance,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-finance,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-finance,file_write,filesystem_write,ALLOW,1.0.0
genesis-finance,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-finance,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-finance,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-finance,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-finance,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-finance,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-finance,genesis_call,subagent,DENY,1.0.0
genesis-finance,github_tool,deployment,DENY,1.0.0
genesis-finance,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-finance,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-finance,hr_lever_query,network,ALLOW,1.0.0
genesis-finance,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-finance,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-finance,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-finance,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-finance,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-finance,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-finance,run_code,shell,DENY,1.0.0
genesis-finance,screenshot_url,network,ALLOW,1.0.0
genesis-finance,send_email,network,DENY,1.0.0
genesis-finance,vision_analyze,network,ALLOW,1.0.0
genesis-finance,vision_compare,network,ALLOW,1.0.0
genesis-finance,vision_ocr,network,ALLOW,1.0.0
genesis-finance,web_fetch,network,ALLOW,1.0.0
genesis-finance,web_search,network,ALLOW,1.0.0
genesis-finance,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-finance,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-finance,workflow_webhook_trigger,prohibited,DENY,1.0.0
genesis-finance,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-finance,workspace_shell,shell,DENY,1.0.0
genesis-hr,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-hr,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-hr,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-hr,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-hr,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-hr,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-hr,code_format,read_only,ALLOW,1.0.0
genesis-hr,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-hr,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-hr,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-hr,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-hr,conduit,browser,ALLOW,1.0.0
genesis-hr,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-hr,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-hr,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-hr,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-hr,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-hr,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-hr,data_quality_check,read_only,ALLOW,1.0.0
genesis-hr,data_read_resource,read_only,ALLOW,1.0.0
genesis-hr,data_s3_signed_url,payment,DENY,1.0.0
genesis-hr,domain_check_availability,read_only,ALLOW,1.0.0
genesis-hr,domain_configure_dns,deployment,DENY,1.0.0
genesis-hr,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-hr,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-hr,file_write,filesystem_write,ALLOW,1.0.0
genesis-hr,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-hr,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-hr,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-hr,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-hr,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-hr,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-hr,genesis_call,subagent,DENY,1.0.0
genesis-hr,github_tool,deployment,DENY,1.0.0
genesis-hr,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-hr,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-hr,hr_lever_query,network,ALLOW,1.0.0
genesis-hr,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-hr,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-hr,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-hr,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-hr,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-hr,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-hr,run_code,shell,DENY,1.0.0
genesis-hr,screenshot_url,network,ALLOW,1.0.0
genesis-hr,send_email,network,DENY,1.0.0
genesis-hr,vision_analyze,network,ALLOW,1.0.0
genesis-hr,vision_compare,network,ALLOW,1.0.0
genesis-hr,vision_ocr,network,ALLOW,1.0.0
genesis-hr,web_fetch,network,ALLOW,1.0.0
genesis-hr,web_search,network,ALLOW,1.0.0
genesis-hr,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-hr,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-hr,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-hr,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-hr,workspace_shell,shell,DENY,1.0.0
genesis-legal,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-legal,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-legal,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-legal,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-legal,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-legal,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-legal,code_format,read_only,ALLOW,1.0.0
genesis-legal,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-legal,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-legal,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-legal,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-legal,conduit,browser,ALLOW,1.0.0
genesis-legal,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-legal,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-legal,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-legal,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-legal,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-legal,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-legal,data_quality_check,read_only,ALLOW,1.0.0
genesis-legal,data_read_resource,read_only,ALLOW,1.0.0
genesis-legal,data_s3_signed_url,payment,DENY,1.0.0
genesis-legal,domain_check_availability,read_only,ALLOW,1.0.0
genesis-legal,domain_configure_dns,deployment,DENY,1.0.0
genesis-legal,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-legal,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-legal,file_write,filesystem_write,ALLOW,1.0.0
genesis-legal,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-legal,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-legal,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-legal,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-legal,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-legal,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-legal,genesis_call,subagent,DENY,1.0.0
genesis-legal,github_tool,deployment,DENY,1.0.0
genesis-legal,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-legal,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-legal,hr_lever_query,network,ALLOW,1.0.0
genesis-legal,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-legal,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-legal,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-legal,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-legal,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-legal,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-legal,run_code,shell,DENY,1.0.0
genesis-legal,screenshot_url,network,ALLOW,1.0.0
genesis-legal,send_email,network,DENY,1.0.0
genesis-legal,vision_analyze,network,ALLOW,1.0.0
genesis-legal,vision_compare,network,ALLOW,1.0.0
genesis-legal,vision_ocr,network,ALLOW,1.0.0
genesis-legal,web_fetch,network,ALLOW,1.0.0
genesis-legal,web_search,network,ALLOW,1.0.0
genesis-legal,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-legal,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-legal,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-legal,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-legal,workspace_shell,shell,DENY,1.0.0
genesis-maintenance,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-maintenance,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-maintenance,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-maintenance,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-maintenance,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-maintenance,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-maintenance,code_format,read_only,ALLOW,1.0.0
genesis-maintenance,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-maintenance,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-maintenance,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-maintenance,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-maintenance,conduit,browser,ALLOW,1.0.0
genesis-maintenance,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-maintenance,data_dbt_compile,filesystem_write,DENY,1.0.0
genesis-maintenance,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-maintenance,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-maintenance,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-maintenance,data_pipeline_design,filesystem_write,DENY,1.0.0
genesis-maintenance,data_quality_check,read_only,ALLOW,1.0.0
genesis-maintenance,data_read_resource,read_only,ALLOW,1.0.0
genesis-maintenance,data_s3_signed_url,payment,DENY,1.0.0
genesis-maintenance,domain_check_availability,read_only,ALLOW,1.0.0
genesis-maintenance,domain_configure_dns,deployment,DENY,1.0.0
genesis-maintenance,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-maintenance,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-maintenance,file_write,filesystem_write,DENY,1.0.0
genesis-maintenance,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-maintenance,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-maintenance,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-maintenance,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-maintenance,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-maintenance,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-maintenance,genesis_call,subagent,DENY,1.0.0
genesis-maintenance,github_tool,deployment,DENY,1.0.0
genesis-maintenance,hr_bamboohr_query,network,DENY,1.0.0
genesis-maintenance,hr_greenhouse_query,network,DENY,1.0.0
genesis-maintenance,hr_lever_query,network,DENY,1.0.0
genesis-maintenance,hr_template_generate,filesystem_write,DENY,1.0.0
genesis-maintenance,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-maintenance,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-maintenance,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-maintenance,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-maintenance,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-maintenance,run_code,shell,DENY,1.0.0
genesis-maintenance,screenshot_url,network,DENY,1.0.0
genesis-maintenance,send_email,network,DENY,1.0.0
genesis-maintenance,vision_analyze,network,DENY,1.0.0
genesis-maintenance,vision_compare,network,DENY,1.0.0
genesis-maintenance,vision_ocr,network,DENY,1.0.0
genesis-maintenance,web_fetch,network,DENY,1.0.0
genesis-maintenance,web_search,network,DENY,1.0.0
genesis-maintenance,workflow_make_export,filesystem_write,DENY,1.0.0
genesis-maintenance,workflow_n8n_export,filesystem_write,DENY,1.0.0
genesis-maintenance,workflow_webhook_trigger,network,DENY,1.0.0
genesis-maintenance,workflow_zapier_export,filesystem_write,DENY,1.0.0
genesis-maintenance,workspace_shell,shell,DENY,1.0.0
genesis-marketing,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-marketing,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-marketing,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-marketing,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-marketing,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-marketing,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-marketing,code_format,read_only,ALLOW,1.0.0
genesis-marketing,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-marketing,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-marketing,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-marketing,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-marketing,conduit,browser,ALLOW,1.0.0
genesis-marketing,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-marketing,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-marketing,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-marketing,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-marketing,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-marketing,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-marketing,data_quality_check,read_only,ALLOW,1.0.0
genesis-marketing,data_read_resource,read_only,ALLOW,1.0.0
genesis-marketing,data_s3_signed_url,payment,DENY,1.0.0
genesis-marketing,domain_check_availability,read_only,ALLOW,1.0.0
genesis-marketing,domain_configure_dns,deployment,DENY,1.0.0
genesis-marketing,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-marketing,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-marketing,file_write,filesystem_write,ALLOW,1.0.0
genesis-marketing,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-marketing,finance_get_alerts,read_only,ALLOW,1.0.0
genesis-marketing,finance_get_audit_log,read_only,ALLOW,1.0.0
genesis-marketing,finance_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-marketing,finance_import_x402_transactions,payment,DENY,1.0.0
genesis-marketing,finance_sync_bank_fees,payment,DENY,1.0.0
genesis-marketing,genesis_call,subagent,DENY,1.0.0
genesis-marketing,github_tool,deployment,DENY,1.0.0
genesis-marketing,hr_bamboohr_query,network,ALLOW,1.0.0
genesis-marketing,hr_greenhouse_query,network,ALLOW,1.0.0
genesis-marketing,hr_lever_query,network,ALLOW,1.0.0
genesis-marketing,hr_template_generate,filesystem_write,ALLOW,1.0.0
genesis-marketing,pricing_deploy_pricing_update,payment,DENY,1.0.0
genesis-marketing,pricing_get_alerts,read_only,ALLOW,1.0.0
genesis-marketing,pricing_get_audit_log,read_only,ALLOW,1.0.0
genesis-marketing,pricing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-marketing,pricing_run_elasticity_experiment,payment,DENY,1.0.0
genesis-marketing,run_code,shell,DENY,1.0.0
genesis-marketing,screenshot_url,network,ALLOW,1.0.0
genesis-marketing,send_email,network,DENY,1.0.0
genesis-marketing,vision_analyze,network,ALLOW,1.0.0
genesis-marketing,vision_compare,network,ALLOW,1.0.0
genesis-marketing,vision_ocr,network,ALLOW,1.0.0
genesis-marketing,web_fetch,network,ALLOW,1.0.0
genesis-marketing,web_search,network,ALLOW,1.0.0
genesis-marketing,workflow_make_export,filesystem_write,ALLOW,1.0.0
genesis-marketing,workflow_n8n_export,filesystem_write,ALLOW,1.0.0
genesis-marketing,workflow_webhook_trigger,network,ALLOW,1.0.0
genesis-marketing,workflow_zapier_export,filesystem_write,ALLOW,1.0.0
genesis-marketing,workspace_shell,shell,DENY,1.0.0
genesis-meta,billing_deploy_plan_change,payment,DENY,1.0.0
genesis-meta,billing_generate_revops_report,read_only,ALLOW,1.0.0
genesis-meta,billing_get_alerts,read_only,ALLOW,1.0.0
genesis-meta,billing_get_audit_log,read_only,ALLOW,1.0.0
genesis-meta,billing_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-meta,billing_import_ar_ledger,payment,DENY,1.0.0
genesis-meta,code_format,read_only,ALLOW,1.0.0
genesis-meta,commerce_configure_tax_engine,payment,DENY,1.0.0
genesis-meta,commerce_get_alerts,read_only,ALLOW,1.0.0
genesis-meta,commerce_get_audit_log,read_only,ALLOW,1.0.0
genesis-meta,commerce_get_budget_metrics,read_only,ALLOW,1.0.0
genesis-meta,conduit,browser,ALLOW,1.0.0
genesis-meta,data_bigquery_query,read_only,ALLOW,1.0.0
genesis-meta,data_dbt_compile,filesystem_write,ALLOW,1.0.0
genesis-meta,data_get_editor_context,read_only,ALLOW,1.0.0
genesis-meta,data_get_gcp_connection,read_only,ALLOW,1.0.0
genesis-meta,data_list_resource_templates,read_only,ALLOW,1.0.0
genesis-meta,data_pipeline_design,filesystem_write,ALLOW,1.0.0
genesis-meta,data_quality_check,read_only,ALLOW,1.0.0
genesis-meta,data_read_resource,read_only,ALLOW,1.0.0
genesis-meta,data_s3_signed_url,payment,DENY,1.0.0
genesis-meta,domain_check_availability,read_only,ALLOW,1.0.0
genesis-meta,domain_configure_dns,deployment,DENY,1.0.0
genesis-meta,domain_generate_candidates,read_only,ALLOW,1.0.0
genesis-meta,domain_get_cost_summary,read_only,ALLOW,1.0.0
genesis-meta,file_write,filesystem_write,ALLOW,1.0.0
genesis-meta,finance_generate_finance_report,read_only,ALLOW,1.0.0
genesis-meta,finance_get_alerts,read_only,ALLOW,1.0.0
